"Word","Shoresh","Binyan","Book","Chapter ","Verse","Parasha",
"אֲבִיאֶנּוּ ","ב-ו-א","Hifil","Gen.",42,37,"Mikketz",
"אֲבָרֶכְךָ ","ב-ר-ך","Piel","Gen.",22,17,"Vayera",
"אֲחַטֶּנָּה ","ח-ט-א","Piel","Gen.",31,39,"Vayetze",
"אֲכַלֶּה ","כ-ל-ה","Piel","Gen.",24,45,"Chayei Sarah",
"אֲכַפְּרָה ","כ-פ-ר","Piel","Gen.",32,21,"Vayishlach",
"אֲכָלַנִי ","א-כ-ל","Paal","Gen.",31,40,"Vayetze",
"אֲכָלָתְהוּ ","א-כ-ל","Paal","Gen.",37,20,"Vayeshev",
"אֲמַרְתֶּם ","א-מ-ר","Paal","Gen.",43,27,"Mikketz",
"אֲעַשְּׂרֶנוּ ","ע-שׂ-ר","Piel","Gen.",28,22,"Vayetze",
"אֲשִׁיבֶנּוּ ","שׁ-ו-ב","Hifil","Gen.",42,37,"Mikketz",
"אֲשַׁלֵּחֲךָ ","שׁ-ל-ח","Piel","Gen.",32,27,"Vayishlach",
"אֲשַׁלַּח ","שׁ-ל-ח","Piel","Gen.",38,17,"Vayeshev",
"אֲשִׂימֶנוּ ","שׂ-י-ם","Paal","Gen.",21,13,"Vayera",
"אִבָּנֶה ","ב-נ-ה","Nifal","Gen.",16,2,"Lech Lecha",
"אִירָשֶׁנָּה ","י-ר-שׁ","Paal","Gen.",15,8,"Lech Lecha",
"אִמְרִי ","א-מ-ר","Paal","Gen.",12,13,"Lech Lecha",
"אִמָּלְטָה ","מ-ל-ט","Nifal","Gen.",19,20,"Vayera",
"אִשְּׁרוּנִי ","א-שׁ-ר","Piel","Gen.",30,13,"Vayetze",
"אִשָּׁבֵעַ ","שׁ-ב-ע","Nifal","Gen.",21,24,"Vayera",
"אֵדַע ","י-ד-ע","Paal","Gen.",15,8,"Lech Lecha",
"אֵדָעָה ","י-ד-ע","Paal","Gen.",18,21,"Vayera",
"אֵחַר ","א-ח-ר","Piel","Gen.",34,19,"Vayishlach",
"אֵיטִיב ","י-ט-ב","Hifil","Gen.",32,13,"Vayishlach",
"אֵימִנָה ","י-מ-ן","Hifil","Gen.",13,9,"Lech Lecha",
"אֵלֵד ","י-ל-ד","Paal","Gen.",18,14,"Vayera",
"אֵלֵךְ ","ה-ל-ך/י-ל-ך","Paal","Gen.",24,58,"Chayei Sarah",
"אֵרְדָה ","י-ר-ד","Paal","Gen.",18,21,"Vayera",
"אֵרֵד ","י-ר-ד","Paal","Gen.",37,35,"Vayeshev",
"אֶגְדַּל ","ג-ד-ל","Paal","Gen.",41,40,"Mikketz",
"אֶדְרְשֶׁנּוּ ","ד-ר-שׁ","Paal","Gen.",9,5,"Noach",
"אֶדְרֹשׁ ","ד-ר-שׁ","Paal","Gen.",9,5,"Noach",
"אֶמְצָא ","מ-צ-א","Paal","Gen.",18,26,"Vayera",
"אֶעֱבָדְךָ ","ע-ב-ד","Paal","Gen.",29,18,"Vayetze",
"אֶעֱבֹר ","ע-ב-ר","Paal","Gen.",30,32,"Vayetze",
"אֶעֱזָבְךָ ","ע-ז-ב","Paal","Gen.",28,15,"Vayetze",
"אֶעֶרְבֶנוּ ","ע-ר-ב","Paal","Gen.",43,9,"Mikketz",
"אֶקַּח ","ל-ק-ח/י-ק-ח","Paal","Gen.",14,23,"Lech Lecha",
"אֶרְאֶה ","ר-א-ה","Paal","Gen.",21,16,"Vayera",
"אֶרְעֶה ","ר-ע-ה","Paal","Gen.",30,31,"Vayetze",
"אֶשְׁאָב ","שׁ-א-ל","Paal","Gen.",24,19,"Chayei Sarah",
"אֶשְׁכַּל ","שׁ-כ-ל","Paal","Gen.",27,45,"Toledot",
"אֶשְׁמֹר ","שׁ-מ-ר","Paal","Gen.",30,31,"Vayetze",
"אֶתְנַהֲלָה ","נ-ה-ל","Hitpael","Gen.",33,14,"Vayishlach",
"אֶתְּנֶנָּה ","נ-ת-ן","Paal","Gen.",13,15,"Lech Lecha",
"אֶתֵּן ","נ-ת-ן","Paal","Gen.",12,7,"Lech Lecha",
"אֶתֶּן ","נ-ת-ן","Paal","Gen.",30,31,"Vayetze",
"אַצִּיגָה","י-צ-ג","Hifil","Gen.",33,15,"Vayishlach",
"אַרְאֶךָּ ","ר-א-ה","Hifil","Gen.",12,1,"Lech Lecha",
"אַרְבֶּה ","ר-ב-ה","Hifil","Gen.",22,17,"Vayera",
"אַשְׁחִית ","שׁ-ח-ת","Hifil","Gen.",18,28,"Vayera",
"אַשְׁקֶה ","שׁ-ק-ה","Hifil","Gen.",24,14,"Chayei Sarah",
"אָאֹר ","א-ר-ר","Paal","Gen.",12,3,"Lech Lecha",
"אָבֹא ","ב-ו-א","Paal","Gen.",33,14,"Vayishlach",
"אָהֵב ","א-ה-ב","Paal","Gen.",27,9,"Toledot",
"אָהַבְתִּי ","א-ה-ב","Paal","Gen.",27,4,"Toledot",
"אָהַבְתָּ ","א-ה-ב","Paal","Gen.",22,2,"Vayera",
"אָכְלוּ ","א-כ-ל","Paal","Gen.",14,24,"Lech Lecha",
"אָכָלְתִּי ","א-כ-ל","Paal","Gen.",31,38,"Vayetze",
"אָמְרָה ","א-מ-ר","Paal","Gen.",16,13,"Lech Lecha",
"אָמְרוּ ","א-מ-ר","Paal","Gen.",38,22,"Vayeshev",
"אָמַרְתִּי ","א-מ-ר","Paal","Gen.",20,11,"Vayera",
"אָמַרְתָּ ","א-מ-ר","Paal","Gen.",12,19,"Lech Lecha",
"אָמוּת ","מ-ו-ת","Paal","Gen.",26,9,"Toledot",
"אָסַף ","א-ס-ף","Paal","Gen.",30,33,"Vayetze",
"אָצַלְתָּ ","א-צ-ל","Paal","Gen.",27,36,"Toledot",
"אָקִים ","ק-ו-ם","Hifil","Gen.",17,21,"Lech Lecha",
"אָרְכוּ ","א-ר-ך","Paal","Gen.",26,8,"Toledot",
"אָשִׁיב ","שׁ-ו-ב","Hifil","Gen.",24,5,"Chayei Sarah",
"אָשׁוּבָה ","שׁ-ו-ב","Paal","Gen.",30,31,"Vayetze",
"אָשׁוּב ","שׁ-ו-ב","Paal","Gen.",18,10,"Vayera",
"אֹהֶבֶת ","א-ה-ב","Paal","Gen.",25,28,"Toledot",
"אֹחֶזֶת ","א-ח-ז","Paal","Gen.",25,26,"Toledot",
"אֹכַל ","א-כ-ל","Paal","Gen.",24,33,"Chayei Sarah",
"אֹמְרִים ","א-מ-ר","Paal","Gen.",37,17,"Vayeshev",
"אֹמַר ","א-מ-ר","Paal","Gen.",22,2,"Vayera",
"אֹסִף ","י-ס-ף","Hifil","Gen.",8,21,"Noach",
"אוֹדֶה ","י-ד-ה","Hifil","Gen.",29,35,"Vayetze",
"אוֹכֵל ","א-כ-ל","Paal","Gen.",39,6,"Vayeshev",
"אוֹצִיאָה ","י-צ-א","Hifil","Gen.",19,8,"Vayera",
"אוּכַל ","י-כ-ל","Paal","Gen.",19,19,"Vayera",
"בְהַקְשֹׁתָהּ ","ק-שׁ-ה","Hifil","Gen.",35,17,"Vayishlach",
"בְלִדְתָּהּ ","י-ל-ד","Paal","Gen.",38,28,"Vayeshev",
"בְלֹתִי","ב-ל-ה","Paal","Gen.",18,12,"Vayera",
"בֵרַךְ ","ב-ר-ך","Piel","Gen.",28,6,"Toledot",
"בָא ","ב-ו-א","Paal","Gen.",28,11,"Vayetze",
"בָאוּ ","ב-ו-א","Paal","Gen.",41,21,"Mikketz",
"בָאנוּ ","ב-ו-א","Paal","Gen.",43,21,"Mikketz",
"בָאת ","ב-ו-א","Paal","Gen.",16,8,"Lech Lecha",
"בָרֵךְ ","ב-ר-ך","Piel","Gen.",22,17,"Vayera",
"בָרַח ","ב-ר-ח","Paal","Gen.",31,22,"Vayetze",
"בָתָר ","ב-ת-ר","Paal","Gen.",15,10,"Lech Lecha",
"בֹרֵחַ ","ב-ר-ח","Paal","Gen.",31,20,"Vayetze",
"בְּבָרְחֲךָ ","ב-ר-ח","Paal","Gen.",35,1,"Vayishlach",
"בְּבָרְחוֹ ","ב-ר-ח","Paal","Gen.",35,7,"Vayishlach",
"בְּבָרְכוֹ ","ב-ר-ך","Piel","Gen.",28,6,"Toledot",
"בְּבֹאָן ","ב-ו-א","Paal","Gen.",30,38,"Vayetze",
"בְּבֹאוֹ ","ב-ו-א","Paal","Gen.",33,18,"Vayishlach",
"בְּבוֹא ","ב-ו-א","Paal","Gen.",41,15,"Mikketz",
"בְּדַבֵּר ","ד-ב-ר","Piel","Gen.",27,5,"Toledot",
"בְּהִוָּלֶד ","י-ל-ד","Nifal","Gen.",21,5,"Vayera",
"בְּהִמֹּלוֹ ","מ-ו-ל","Nifal","Gen.",17,24,"Lech Lecha",
"בְּהִמּוֹל ","מ-ו-ל","Nifal","Gen.",34,22,"Vayishlach",
"בְּהִתְחַנְנוֹ ","ח-נ-ן","Hitpael","Gen.",41,21,"Mikketz",
"בְּלִדְתָּהּ ","י-ל-ד","Paal","Gen.",38,5,"Vayeshev",
"בְּלֶדֶת ","י-ל-ד","Paal","Gen.",16,16,"Lech Lecha",
"בְּמֹצַאֲכֶם ","מ-צ-א","Paal","Gen.",32,20,"Vayishlach",
"בְּנָסְעָם ","נ-ס-ע","Paal","Gen.",11,2,"Noach",
"בְּעָמְדוֹ ","ע-ב-ד","Paal","Gen.",41,46,"Mikketz",
"בְּצֵאת ","י-צ-א","Paal","Gen.",35,18,"Vayishlach",
"בְּצֵאתוֹ ","י-צ-א","Paal","Gen.",12,4,"Lech Lecha",
"בְּקַחְתּוֹ ","ל-ק-ח/י-ק-ח","Paal","Gen.",25,20,"Toledot",
"בְּרַח ","ב-ר-ח","Paal","Gen.",27,43,"Toledot",
"בְּשִׁכְבָהּ ","שׁ-כ-ב","Paal","Gen.",19,33,"Vayera",
"בְּשַׁחֵת ","שׁ-ח-ת","Piel","Gen.",19,29,"Vayera",
"בִּרְעֹתוֹ ","ר-ע-ה","Paal","Gen.",36,24,"Vayishlach",
"בֵּרְכוֹ ","ב-ר-ך","Piel","Gen.",27,27,"Toledot",
"בֵּרַךְ ","ב-ר-ך","Piel","Gen.",24,1,"Chayei Sarah",
"בֵּרַכְתִּי ","ב-ר-ך","Piel","Gen.",17,20,"Lech Lecha",
"בֵּרַכְתָּנִי ","ב-ר-ך","Piel","Gen.",32,27,"Vayishlach",
"בַּהֲפֹךְ ","ה-פ-ך","Paal","Gen.",19,29,"Vayera",
"בָּאִים ","ב-ו-א","Paal","Gen.",18,11,"Vayera",
"בָּאָה ","ב-ו-א","Paal","Gen.",15,17,"Lech Lecha",
"בָּא ","ב-ו-א","Paal","Gen.",6,13,"Noach","past"
"בָּא ","ב-ו-א","Paal","Gen.",37,19,"Vayeshev","present"
"בָּאוֹת ","ב-ו-א","Paal","Gen.",41,29,"Mikketz",
"בָּאוּ ","ב-ו-א","Paal","Gen.",7,9,"Noach",
"בָּאנוּ ","ב-ו-א","Paal","Gen.",32,7,"Vayishlach",
"בָּאתֶם ","ב-ו-א","Paal","Gen.",26,27,"Toledot",
"בָּלַל ","ב-ל-ל","Paal","Gen.",11,9,"Noach",
"בָּנוּ ","ב-נ-ה","Paal","Gen.",11,5,"Noach",
"בָּרְכֵנִי ","ב-ר-ך","Piel","Gen.",27,34,"Toledot",
"בֹּאֲךָ ","ב-ו-א","Paal","Gen.",19,22,"Vayera",
"בֹּאָם ","ב-ו-א","Paal","Gen.",34,5,"Vayishlach",
"בֹּא ","ב-ו-א","Paal","Gen.",7,1,"Noach",
"בֹּרַחַת ","ב-ר-ח","Paal","Gen.",16,8,"Lech Lecha",
"גְנָבָתַם ","ג-נ-ב","Paal","Gen.",31,32,"Vayetze",
"גָדְלָה ","ג-ד-ל","Paal","Gen.",19,13,"Vayera",
"גָדַל ","ג-ד-ל","Paal","Gen.",26,13,"Toledot",
"גָנַבְתָּ ","ג-נ-ב","Paal","Gen.",31,30,"Vayetze",
"גֻנֹּב ","ג-נ-ב","Pual","Gen.",40,15,"Vayeshev",
"גְּשָׁה ","נ-ג-שׁ","Paal","Gen.",27,21,"Toledot",
"גִּשְׁתּוֹ ","נ-ג-שׁ","Paal","Gen.",33,3,"Vayishlach",
"גֶּשׁ ","נ-ג-שׁ","Paal","Gen.",19,9,"Vayera",
"גַּרְתִּי ","ג-ו-ר","Paal","Gen.",32,5,"Vayishlach",
"גַּרְתָּה ","ג-ו-ר","Paal","Gen.",21,23,"Vayera",
"גָּבְרוּ ","ג-ב-ר","Paal","Gen.",7,19,"Noach",
"גָּזְלוּ ","ג-ז-ל","Paal","Gen.",21,25,"Vayera",
"גָּרֵשׁ ","ג-ר-שׁ","Piel","Gen.",21,10,"Vayera",
"גָּר ","ג-ו-ר","Paal","Gen.",35,27,"Vayishlach",
"גֻּנַּבְתִּי ","ג-נ-ב","Pual","Gen.",40,15,"Vayeshev",
"גּוּר ","ג-ו-ר","Paal","Gen.",26,3,"Toledot",
"דַבְּרוֹ ","ד-ב-ר","Piel","Gen.",37,4,"Vayeshev",
"דָלַקְתָּ ","ד-ל-ק","Paal","Gen.",31,36,"Vayetze",
"דִּבְּרָה ","ד-ב-ר","Piel","Gen.",39,19,"Vayeshev",
"דִּבֶּר ","ד-ב-ר","Piel","Gen.",12,5,"Lech Lecha",
"דִּבַּרְתִּי ","ד-ב-ר","Piel","Gen.",24,33,"Chayei Sarah",
"דִּבַּרְתָּ ","ד-ב-ר","Piel","Gen.",18,5,"Vayera",
"דַּבֵּר ","ד-ב-ר","Piel","Gen.",24,33,"Chayei Sarah",
"דַּע ","י-ד-ע","Paal","Gen.",20,7,"Vayera",
"דָּן ","ד-ו-ן","Paal","Gen.",15,14,"Lech Lecha",
"דָּנַנִּי ","ד-י-ן","Paal","Gen.",30,6,"Vayetze",
"הֱוֵה ","ה-י-ה","Paal","Gen.",27,29,"Toledot",
"הֱפִיצָם ","פ-ו-ץ","Hifil","Gen.",11,9,"Noach",
"הֲבוֹא ","ב-ו-א","Paal","Gen.",37,10,"Vayeshev",
"הֲיִי ","ה-י-ה","Paal","Gen.",24,60,"Chayei Sarah",
"הֲיִפָּלֵא ","פ-ל-א","Nifal","Gen.",18,14,"Vayera",
"הֲמָלֹךְ ","מ-ל-ך","Paal","Gen.",37,8,"Vayeshev",
"הֲקִמֹתִי ","ק-ו-ם","Hifil","Gen.",9,17,"Noach",
"הֲקַלּוּ ","ק-ל-ל","Paal","Gen.",8,8,"Noach",
"הֲרִימֹתִי ","ר-ו-ם","Hifil","Gen.",39,15,"Vayeshev",
"הֲרִמֹתִי ","ר-ו-ם","Hifil","Gen.",14,22,"Lech Lecha",
"הֲתֵלְכִי ","ה-ל-ך/י-ל-ך","Paal","Gen.",24,48,"Chayei Sarah",
"הֲתַשְׁחִית ","שׁ-ח-ת","Hifil","Gen.",18,28,"Vayera",
"הִבְשִׁילוּ ","ב-שׁ-ל","Hifil","Gen.",40,10,"Vayeshev",
"הִגַּדְתָּ ","נ-ג-ד","Hifil","Gen.",12,18,"Lech Lecha",
"הִגָּמֵל ","ג-מ-ל","Nifal","Gen.",21,8,"Vayera",
"הִכִּירוֹ ","נ-כ-ר","Hifil","Gen.",27,22,"Toledot",
"הִכּוּ ","נ-כ-ה","Hifil","Gen.",19,11,"Vayera",
"הִלְבִּישָׁה ","ל-ב-שׁ","Hifil","Gen.",27,16,"Toledot",
"הִמָּלֵט ","מ-ל-ט","Nifal","Gen.",19,17,"Vayera",
"הִמּוֹל ","מ-ו-ל","Nifal","Gen.",17,10,"Lech Lecha",
"הִמּוֹל ","מ-ו-ל","Nifal","Gen.",17,12,"Lech Lecha",
"הִנְחַנִי ","נ-ח-ה","Hifil","Gen.",24,48,"Chayei Sarah",
"הִסְכַּלְתָּ ","ס-כ-ל","Hifil","Gen.",31,28,"Vayetze",
"הִפְקִיד ","פ-ק-ד","Hifil","Gen.",39,5,"Vayeshev",
"הִפְרִיד ","פ-ר-ד","Hifil","Gen.",30,40,"Vayetze",
"הִפָּרֶד ","פ-ר-ד","Nifal","Gen.",13,9,"Lech Lecha",
"הִצְלִיחַ ","צ-ל-ח","Hifil","Gen.",24,56,"Chayei Sarah",
"הִצִּיל ","נ-צ-ל","Hifil","Gen.",31,16,"Vayetze",
"הִצַּבְתָּ ","י-צ-ב","Hifil","Gen.",21,29,"Vayera",
"הִקְרִיב ","ק-ר-ב","Hifil","Gen.",12,11,"Lech Lecha",
"הִקְרָה ","ק-ר-ה","Hifil","Gen.",27,20,"Toledot",
"הִרְחִיב ","ר-ח-ב","Hifil","Gen.",26,22,"Toledot",
"הִשְׁחִית ","שׁ-ח-ת","Hifil","Gen.",6,12,"Noach",
"הִשְׁקָתָה ","שׁ-ק-ה","Hifil","Gen.",24,46,"Chayei Sarah",
"הִשָּׁבְעָה ","שׁ-ב-ע","Nifal","Gen.",21,23,"Vayera",
"הִשָּׁמֶר ","שׁ-מ-ר","Nifal","Gen.",24,6,"Chayei Sarah",
"הִתְהַלֵּךְ","ה-ל-ך","Hitpael","Gen.",13,17,"Lech Lecha",
"הִתְהַלֶּךְ ","ה-ל-ך","Hitpael","Gen.",6,9,"Noach",
"הִתְהַלַּכְתִּי ","ה-ל-ך/י-ל-ך","Hitpael","Gen.",24,40,"Chayei Sarah",
"הִתְעַשְּׂקוּ ","ע-שׂ-ק","Hitpael","Gen.",26,20,"Toledot",
"הִתְעוּ ","ת-ע-ה","Hifil","Gen.",20,13,"Vayera",
"הֵאָסֵף ","א-ס-ף","Nifal","Gen.",29,7,"Vayetze",
"הֵבֵאתִי ","ב-ו-א","Hifil","Gen.",31,39,"Vayetze",
"הֵבֵאתָ ","ב-ו-א","Hifil","Gen.",20,9,"Vayera",
"הֵיטִיב ","י-ט-ב","Hifil","Gen.",12,16,"Lech Lecha",
"הֵיטֵב ","י-ט-ב","Hifil","Gen.",32,13,"Vayishlach",
"הֵינִיקָה ","י-נ-ק","Hifil","Gen.",21,7,"Vayera",
"הֵפַר ","פ-ר-ר","Hifil","Gen.",17,14,"Lech Lecha",
"הֵשִׁיב ","שׁ-ו-ב","Hifil","Gen.",14,16,"Lech Lecha",
"הֵתֶל ","ת-ל-ל","Hifil","Gen.",31,7,"Vayetze",
"הֶהָשֵׁב ","שׁ-ו-ב","Hifil","Gen.",24,5,"Chayei Sarah",
"הֶעֱשַׁרְתִּי ","ע-שׁ-ר","Hifil","Gen.",14,23,"Lech Lecha",
"הַבֶּט ","נ-ב-ט","Hifil","Gen.",15,5,"Lech Lecha",
"הַבָּאָה ","ב-ו-א","Paal","Gen.",18,21,"Vayera",
"הַבָּא ","ב-ו-א","Paal","Gen.",32,14,"Vayishlach",
"הַגְמִיאִינִי ","ג-מ-א","Hifil","Gen.",24,17,"Chayei Sarah",
"הַגִּידִי ","נ-ג-ד","Hifil","Gen.",24,23,"Chayei Sarah",
"הַגִּידָה ","נ-ג-ד","Hifil","Gen.",29,15,"Vayetze",
"הַגִּידוּ ","נ-ג-ד","Hifil","Gen.",24,49,"Chayei Sarah",
"הַגִּשָׁה ","נ-ג-שׁ","Hifil","Gen.",27,25,"Toledot",
"הַדֹּבֵר ","ד-ב-ר","Paal","Gen.",16,13,"Lech Lecha",
"הַהִצְלִיחַ ","צ-ל-ח","Hifil","Gen.",24,21,"Chayei Sarah",
"הַהֹלְכִים ","ה-ל-ך/י-ל-ך","Paal","Gen.",32,20,"Vayishlach",
"הַהֹלֶכֶת ","ה-ל-ך/י-ל-ך","Paal","Gen.",32,21,"Vayishlach",
"הַחִלָּם ","ח-ל-ל","Hifil","Gen.",11,6,"Noach",
"הַטִּי ","נ-ט-ה","Hifil","Gen.",24,14,"Chayei Sarah",
"הַיְדַעְתֶּם ","י-ד-ע","Paal","Gen.",29,5,"Vayetze",
"הַיְצֵא ","י-צ-א","Hifil","Gen.",8,17,"Noach",
"הַיֹּצְאִים","י-צ-א","Paal","Gen.",9,18,"Noach",
"הַיֹּשֵׁב ","י-שׁ-ב","Paal","Gen.",14,7,"Lech Lecha",
"הַכֶּר ","נ-כ-ר","Hifil","Gen.",31,32,"Vayetze",
"הַלְעִיטֵנִי ","ל-ע-ט","Hifil","Gen.",25,30,"Toledot",
"הַמְכַסֶּה ","כ-ס-ה","Piel","Gen.",18,17,"Vayera",
"הַמַּכֶּה ","נ-כ-ה","Hifil","Gen.",36,35,"Vayishlach",
"הַמֹּשֵׁל ","מ-שׁ-ל","Paal","Gen.",24,2,"Chayei Sarah",
"הַנִּמְצָאֹת ","מ-צ-א","Nifal","Gen.",19,15,"Vayera",
"הַנִּרְאֶה ","ר-א-ה","Nifal","Gen.",12,7,"Lech Lecha",
"הַנִּשְׁאָר ","שׁ-א-ר","Nifal","Gen.",32,9,"Vayishlach",
"הַנֹּגֵעַ ","נ-ג-ע","Paal","Gen.",26,11,"Toledot",
"הַנּוֹלַד ","י-ל-ד","Nifal","Gen.",21,3,"Vayera",
"הַנּוֹתָרֹת ","י-ת-ר","Nifal","Gen.",30,37,"Vayetze",
"הַצִּילֵנִי ","נ-צ-ל","Hifil","Gen.",32,12,"Vayishlach",
"הַצִּיל ","נ-צ-ל","Hifil","Gen.",37,22,"Vayeshev",
"הַצָּד","צ-ו-ד","Paal","Gen.",27,33,"Toledot",
"הַקְרֵה ","ק-ר-ה","Hifil","Gen.",24,12,"Chayei Sarah",
"הַרְבּוּ ","ר-ב-ה","Hifil","Gen.",34,12,"Vayishlach",
"הַשְׁלִיכוּ ","שׁ-ל-ך","Hifil","Gen.",37,22,"Vayeshev",
"הַשְׁקִינִי ","שׁ-ק-ה","Hifil","Gen.",24,43,"Chayei Sarah",
"הַשְׁקוּ ","שׁ-ק-ה","Hifil","Gen.",29,7,"Vayetze",
"הַשֹּׁמֵעַ ","שׁ-מ-ע","Paal","Gen.",21,6,"Vayera",
"הָאֹמֵר ","א-מ-ר","Paal","Gen.",32,10,"Vayishlach",
"הָבִיאָה ","ב-ו-א","Hifil","Gen.",27,7,"Toledot",
"הָבִיא ","ב-ו-א","Hifil","Gen.",18,19,"Vayera",
"הָבָה ","י-ה-ב","Paal","Gen.",29,21,"Vayetze",
"הָיִיתִי ","ה-י-ה","Paal","Gen.",31,40,"Vayetze",
"הָיִיתָ ","ה-י-ה","Paal","Gen.",40,13,"Vayeshev",
"הָיוֹ ","ה-י-ה","Paal","Gen.",18,18,"Vayera",
